Nom;Nom complet;sexe;race;couleurs;poids
Léo;Léo de Allemagne;1;berger_all;rouge;6.2
Romane;Romane de Slovénie;2;rottweiler;bleu,jaune,bleu;1.6
Nolan;Nolan de Malte;1;kangai;bleu,violet,bleu;15.6
Sarah;Sarah de Lettonie;2;iriredse;violet;6.1
Ethan;Ethan de Slovaquie;1;akitinu;indigo;11.0
Mathis;Mathis de Slovénie;1;akita;violet;17.8
Eva;Eva de Autriche;2;caniche;indigo;3.0
Hugo;Hugo de Slovénie;1;iriredse;jaune,indigo;17.6
Maëlys;Maëlys de Slovaquie;2;akitinu;jaune;5.3
Hugo;Hugo de Italie;1;ovtccau;orange;7.2
Léa;Léa de Grèce;2;kangai;indigo;5.1
Léo;Léo de France;1;akita;orange,vert;14.2
Lola;Lola de Espagne;2;tchin;indigo,orange;8.3
Adam;Adam de Luxembourg;1;jackrute;bleu;1.8
Lilou;Lilou de Portugal;2;jackrute;vert,bleu;5.8
Jules;Jules de Autriche;1;dunker;vert,indigo,vert;1.6
Zoé;Zoé de Italie;2;estrela;rouge,bleu;2.3
Tom;Tom de Autriche;1;westie;bleu,bleu,vert;9.9
Eva;Eva de France;2;akita;bleu;0.7
Nolan;Nolan de Italie;1;kangai;violet;4.3
Alice;Alice de Estonie;2;akitinu;violet,violet;15.7
Eva;Eva de Espagne;2;akitinu;vert,orange,rouge;3.8
Mathis;Mathis de Irlande;1;akitinu;vert,violet,indigo;7.1
Lilou;Lilou de Autriche;2;harrier;bleu;2.4
Gabriel;Gabriel de Belgique;1;maltais;violet,vert;8.5
Adam;Adam de Estonie;1;caniche;indigo;14.6
Lilou;Lilou de Luxembourg;2;akita;vert,orange;14.7
Louis;Louis de Lettonie;1;jackrute;violet;4.8
Léa;Léa de Pays-Bas;2;westie;rouge;7.0
Hugo;Hugo de Espagne;1;ovtccau;bleu;11.4
Clara;Clara de Slovaquie;2;basset_alp;vert,indigo,jaune;10.3
Romane;Romane de France;2;tchin;vert,vert,indigo;19.4
Louna;Louna de Estonie;2;basset_alp;violet,jaune;7.7
Gabriel;Gabriel de Luxembourg;1;labrador;vert;3.1
Louise;Louise de Slovénie;2;ovtccau;rouge,jaune,violet;9.4
Nolan;Nolan de Estonie;1;kangai;bleu;10.9
Léna;Léna de Italie;2;caniche;jaune,orange,rouge;6.1
Gabriel;Gabriel de Allemagne;1;iriredse;indigo,jaune,indigo;10.8
Alice;Alice de France;2;kangai;orange,violet,orange;15.9
Romane;Romane de Estonie;2;estrela;indigo,vert,indigo;14.8
Louna;Louna de Irlande;2;jackrute;bleu,orange,vert;3.1
Noah;Noah de Finlande;1;irisett;violet;19.7
Louise;Louise de Luxembourg;2;irisett;vert;1.5
Hugo;Hugo de Finlande;1;estrela;orange,jaune;3.0
Romane;Romane de Grèce;2;golden_ret;indigo;8.2
Clément;Clément de Malte;1;berger_all;vert;18.4
Manon;Manon de France;2;westie;vert,bleu;2.5
Enzo;Enzo de Lettonie;1;danois;bleu,indigo;11.9
Eva;Eva de Autriche;2;labrador;violet,orange,bleu;15.0
Hugo;Hugo de Belgique;1;berger_all;rouge,vert;1.6
Louise;Louise de Irlande;2;harrier;indigo,vert;12.7
Louis;Louis de Grèce;1;rottweiler;orange;2.2
Léa;Léa de Malte;2;kangai;rouge,rouge;11.1
Timéo;Timéo de Finlande;1;akita;indigo;17.7
Clara;Clara de Estonie;2;berger_all;rouge,rouge;2.4
Noah;Noah de Slovénie;1;estrela;vert;14.3
Sarah;Sarah de Pays-Bas;2;harrier;bleu,jaune,bleu;5.0
Hugo;Hugo de Pays-Bas;1;berger_all;indigo,violet,bleu;4.4
Léna;Léna de Slovaquie;2;ovtccau;orange,jaune,jaune;8.9
Nathan;Nathan de Italie;1;danois;orange,vert;3.8
Emma;Emma de Portugal;2;jackrute;violet,orange,bleu;15.6
Tom;Tom de France;1;akita;rouge,indigo,jaune;0.7
Léa;Léa de Luxembourg;2;harrier;jaune;0.0
Théo;Théo de Chypre;1;akita;vert;16.6
Zoé;Zoé de Allemagne;2;westie;rouge;13.9
Lucas;Lucas de Belgique;1;harrier;orange,jaune;6.6
Louna;Louna de Espagne;2;kangai;orange;5.2
Emma;Emma de Grèce;2;dunker;violet,rouge,jaune;3.1
Adam;Adam de Luxembourg;1;maltais;orange,violet,rouge;2.5
Lilou;Lilou de Slovaquie;2;caniche;indigo,jaune,bleu;3.1
Léna;Léna de Estonie;2;estrela;orange,violet,rouge;7.1
Inès;Inès de Belgique;2;jackrute;vert;16.1
Louna;Louna de Belgique;2;iriredse;rouge;2.8
Théo;Théo de Estonie;1;kangai;violet,vert,jaune;11.4
Camille;Camille de Chypre;2;ovtccau;vert;0.4
Adam;Adam de Italie;1;iriredse;bleu,rouge;2.6
Noah;Noah de Grèce;1;harrier;violet,indigo;11.6
Nathan;Nathan de Portugal;1;westie;bleu,violet,vert;11.0
Théo;Théo de Finlande;1;dunker;rouge,vert,jaune;10.2
Louise;Louise de Chypre;2;irisett;indigo,vert;10.0
Clément;Clément de Belgique;1;danois;vert;6.4
Léna;Léna de Allemagne;2;irisett;bleu,vert;11.4
Camille;Camille de Slovénie;2;irisett;rouge,violet,bleu;6.3
Jules;Jules de Espagne;1;maltais;indigo,bleu;1.2
Jade;Jade de Irlande;2;irisett;bleu,indigo,jaune;2.9
Léna;Léna de Belgique;2;golden_ret;jaune,indigo;9.7
Maëlys;Maëlys de Estonie;2;caniche;bleu,violet;3.2
Inès;Inès de Italie;2;akitinu;orange,orange,violet;3.9
Lucas;Lucas de France;1;maltais;indigo,indigo,rouge;12.3
Inès;Inès de Luxembourg;2;tchin;violet,jaune,vert;16.3
Maëlys;Maëlys de Espagne;2;basset_alp;vert,indigo;17.4
Lucas;Lucas de Finlande;1;danois;violet,orange;16.3
Léna;Léna de Irlande;2;irisett;orange,bleu;3.8
Jules;Jules de Portugal;1;labrador;rouge,indigo;2.3
Tom;Tom de Autriche;1;caniche;rouge,jaune,rouge;4.5
Chloé;Chloé de Autriche;2;irisett;violet,bleu;16.4
Camille;Camille de Italie;2;golden_ret;bleu;17.6
Mathis;Mathis de Estonie;1;estrela;vert,indigo,indigo;10.5
Louna;Louna de Belgique;2;tchin;violet,rouge;18.3
Maël;Maël de Finlande;1;danois;violet,bleu;15.3
Jade;Jade de Grèce;2;iriredse;rouge,violet;14.2
Léna;Léna de Finlande;2;golden_ret;bleu,vert,bleu;14.3
Tom;Tom de Italie;1;harrier;rouge,violet,violet;16.4
Maëlys;Maëlys de Belgique;2;akitinu;bleu;18.0
Louis;Louis de Finlande;1;labrador;orange;4.8
Emma;Emma de Estonie;2;westie;rouge,violet;11.0
Lina;Lina de Allemagne;2;akitinu;orange,indigo,rouge;15.6
Louise;Louise de Slovénie;2;ovtccau;bleu;4.4
Hugo;Hugo de Italie;1;kangai;rouge,rouge;7.3
Emma;Emma de Espagne;2;harrier;orange,jaune;5.2
Lucas;Lucas de Italie;1;estrela;indigo;6.6
Enzo;Enzo de Portugal;1;rottweiler;bleu;14.1
Jules;Jules de Autriche;1;tchin;violet;8.2
Jade;Jade de Estonie;2;maltais;rouge,vert;1.8
Lola;Lola de Italie;2;ovtccau;violet,bleu;17.2
Louis;Louis de Espagne;1;golden_ret;indigo,violet,rouge;8.2
Gabriel;Gabriel de Irlande;1;irisett;violet,vert,jaune;12.2
Inès;Inès de Autriche;2;maltais;violet;16.1
Timéo;Timéo de France;1;rottweiler;jaune,orange,rouge;12.9
Louise;Louise de Italie;2;kangai;orange;7.0
Lucas;Lucas de France;1;ovtccau;jaune,violet;13.6
Camille;Camille de Grèce;2;maltais;indigo;18.1
Lina;Lina de Lettonie;2;berger_all;jaune;0.7
Camille;Camille de Allemagne;2;ovtccau;rouge,violet;10.4
Alice;Alice de Lettonie;2;irisett;vert,rouge,jaune;2.7
Hugo;Hugo de Portugal;1;danois;rouge,bleu;4.6
Alice;Alice de Belgique;2;tchin;indigo,bleu;16.3
Mathis;Mathis de Pays-Bas;1;harrier;violet,orange,violet;13.1
Louna;Louna de Slovaquie;2;estrela;orange;15.1
Maël;Maël de Slovénie;1;dunker;vert;11.1
Louna;Louna de Espagne;2;akita;indigo,rouge;17.6
Maël;Maël de Finlande;1;jackrute;jaune,orange,vert;7.0
Emma;Emma de Portugal;2;labrador;bleu,orange,orange;11.2
Ethan;Ethan de Lettonie;1;irisett;vert,bleu,indigo;18.2
Maëlys;Maëlys de Allemagne;2;dunker;rouge,orange;2.4
Noah;Noah de Italie;1;ovtccau;orange;9.9
Maëlys;Maëlys de France;2;rottweiler;violet;19.0
Lucas;Lucas de Lettonie;1;westie;orange,indigo,vert;0.7
Jules;Jules de Finlande;1;dunker;rouge,bleu,violet;1.4
Louis;Louis de France;1;rottweiler;bleu,violet;2.2
Eva;Eva de Lettonie;2;ovtccau;indigo,vert;5.9
Zoé;Zoé de Autriche;2;caniche;rouge,rouge;4.6
Lola;Lola de Portugal;2;danois;jaune,jaune,violet;7.6
Nolan;Nolan de Pays-Bas;1;akitinu;violet,orange,violet;5.7
Léna;Léna de Slovaquie;2;jackrute;jaune,orange;5.3
Mathis;Mathis de Belgique;1;rottweiler;rouge;5.8
Inès;Inès de Malte;2;jackrute;bleu;0.0
Louise;Louise de Portugal;2;westie;vert,violet;13.1
Emma;Emma de Allemagne;2;rottweiler;violet,vert;18.9
Maëlys;Maëlys de Malte;2;irisett;indigo;11.8
Tom;Tom de Malte;1;labrador;orange;9.5
Romane;Romane de Malte;2;caniche;rouge,bleu,orange;5.4
Lucas;Lucas de Irlande;1;maltais;orange,indigo,rouge;12.8
Léna;Léna de Autriche;2;jackrute;violet,jaune;17.9
Nolan;Nolan de Chypre;1;ovtccau;indigo,bleu,jaune;8.3
Alice;Alice de Pays-Bas;2;golden_ret;violet,rouge;6.0
Nolan;Nolan de Finlande;1;kangai;vert,violet,violet;1.7
Maëlys;Maëlys de France;2;jackrute;violet;11.4
Maël;Maël de Irlande;1;labrador;orange;10.7
Emma;Emma de Malte;2;kangai;indigo;2.3
Jules;Jules de Estonie;1;labrador;violet;14.5
Lina;Lina de Grèce;2;akitinu;orange,jaune;15.2
Jules;Jules de Luxembourg;1;maltais;indigo,orange,orange;16.7
Lina;Lina de Autriche;2;labrador;jaune,bleu,orange;0.4
Manon;Manon de Estonie;2;basset_alp;jaune,vert,violet;2.0
Enzo;Enzo de Espagne;1;labrador;violet;7.1
Hugo;Hugo de Italie;1;akitinu;rouge,bleu,orange;14.5
Clara;Clara de Irlande;2;estrela;bleu,violet;11.3
Chloé;Chloé de Italie;2;dunker;violet,jaune;12.6
Léa;Léa de Espagne;2;kangai;rouge,rouge;13.4
Gabriel;Gabriel de Slovaquie;1;rottweiler;rouge;11.7
Lucas;Lucas de Irlande;1;iriredse;vert;5.5
Inès;Inès de Luxembourg;2;akita;indigo,violet,indigo;19.2
Lucas;Lucas de Italie;1;labrador;vert,vert,indigo;8.6
Maël;Maël de Lettonie;1;iriredse;rouge,indigo,orange;16.4
Chloé;Chloé de Belgique;2;tchin;bleu;3.4
Jules;Jules de Luxembourg;1;westie;orange,bleu;5.8
Alice;Alice de France;2;jackrute;violet,orange;1.9
Léa;Léa de Finlande;2;kangai;bleu;3.3
Jade;Jade de Espagne;2;basset_alp;jaune,rouge,violet;4.0
Alice;Alice de Italie;2;labrador;vert,vert,vert;1.0
Emma;Emma de Italie;2;akitinu;rouge,orange;8.6
Arthur;Arthur de Grèce;1;akitinu;orange,rouge;18.3
Sarah;Sarah de Luxembourg;2;estrela;indigo,orange,rouge;3.9
Louise;Louise de Autriche;2;berger_all;bleu,jaune;7.7
Mathis;Mathis de Lettonie;1;kangai;violet,jaune,bleu;12.5
Maëlys;Maëlys de France;2;labrador;indigo;10.6
Tom;Tom de France;1;rottweiler;bleu,jaune;13.8
Lilou;Lilou de Luxembourg;2;iriredse;bleu,bleu,jaune;3.3
Mathis;Mathis de Slovaquie;1;ovtccau;vert;5.9
Léa;Léa de Grèce;2;rottweiler;vert;9.0
Timéo;Timéo de Slovénie;1;rottweiler;orange,bleu,orange;5.6
Lola;Lola de Chypre;2;caniche;vert;2.7
Nolan;Nolan de Slovénie;1;labrador;rouge,rouge,bleu;15.0
Maëlys;Maëlys de Autriche;2;labrador;indigo;6.8
Jules;Jules de Portugal;1;akitinu;jaune,violet,indigo;3.4
Alice;Alice de Portugal;2;jackrute;vert,jaune,bleu;1.3
Nolan;Nolan de France;1;iriredse;indigo,jaune;9.6
Lilou;Lilou de Pays-Bas;2;akita;vert,violet,jaune;15.9
Jules;Jules de Finlande;1;berger_all;indigo,violet,jaune;8.6
Inès;Inès de Italie;2;basset_alp;violet,violet;4.4
Clément;Clément de Italie;1;estrela;jaune;7.6
Eva;Eva de Lettonie;2;estrela;vert,rouge,jaune;17.2
Nathan;Nathan de Irlande;1;jackrute;indigo,rouge;12.1
Emma;Emma de Allemagne;2;akitinu;jaune,indigo,jaune;3.9
Clément;Clément de Chypre;1;westie;rouge;6.3
Léa;Léa de Allemagne;2;harrier;vert;11.9
Maëlys;Maëlys de Chypre;2;rottweiler;violet,jaune,vert;11.0
Mathis;Mathis de Finlande;1;tchin;jaune,violet,jaune;14.6
Louis;Louis de Finlande;1;jackrute;orange,violet;2.2
Noah;Noah de Italie;1;westie;violet,jaune,violet;9.0
Zoé;Zoé de Portugal;2;estrela;indigo,violet,rouge;8.2
Théo;Théo de Belgique;1;maltais;vert,violet,indigo;4.5
Nathan;Nathan de Pays-Bas;1;harrier;vert,jaune,vert;19.9
Sarah;Sarah de Lettonie;2;dunker;rouge,violet;18.7
Léo;Léo de Estonie;1;iriredse;rouge,vert,indigo;13.7
Romane;Romane de Luxembourg;2;akita;violet;2.8
Enzo;Enzo de Grèce;1;jackrute;indigo,violet;0.8
Timéo;Timéo de Grèce;1;ovtccau;indigo,orange,rouge;14.2
Nolan;Nolan de Malte;1;basset_alp;jaune;17.8
Chloé;Chloé de Autriche;2;irisett;violet,bleu,indigo;15.9
Léo;Léo de Espagne;1;maltais;bleu;6.8
Inès;Inès de Chypre;2;labrador;orange,indigo;14.7
Clément;Clément de Lettonie;1;basset_alp;indigo;11.9
Sarah;Sarah de Portugal;2;labrador;indigo;6.7
Lola;Lola de Luxembourg;2;labrador;rouge;12.7
Nolan;Nolan de Malte;1;dunker;indigo,bleu;16.7
Arthur;Arthur de Luxembourg;1;caniche;orange;13.3
Zoé;Zoé de Slovénie;2;tchin;bleu,vert;0.5
Timéo;Timéo de Portugal;1;maltais;jaune;8.3
Maël;Maël de Malte;1;akita;rouge,indigo;15.4
Lina;Lina de Irlande;2;iriredse;violet,jaune;7.5
Noah;Noah de Estonie;1;tchin;violet,bleu;0.0
Léa;Léa de Irlande;2;rottweiler;bleu,indigo,indigo;19.1
Lilou;Lilou de Finlande;2;dunker;violet,jaune,vert;4.6
Louis;Louis de Slovénie;1;rottweiler;violet,jaune,orange;3.8
Jade;Jade de Luxembourg;2;westie;rouge,orange;9.2
Louis;Louis de France;1;harrier;vert,bleu;15.4
Théo;Théo de Grèce;1;akita;indigo,jaune;0.8
Lola;Lola de Pays-Bas;2;labrador;bleu,rouge,violet;13.9
Lola;Lola de Irlande;2;akitinu;indigo,vert;15.3
Tom;Tom de Malte;1;akita;bleu;14.2
Adam;Adam de Espagne;1;caniche;indigo;11.8
Maëlys;Maëlys de Estonie;2;caniche;indigo,indigo;3.4
Clément;Clément de Espagne;1;rottweiler;indigo;6.3
Léna;Léna de Grèce;2;tchin;indigo;13.2
Eva;Eva de Lettonie;2;berger_all;vert,jaune,rouge;19.0
Zoé;Zoé de Estonie;2;rottweiler;orange,jaune,orange;8.1
Alice;Alice de Grèce;2;ovtccau;jaune;14.7
Adam;Adam de Malte;1;maltais;violet,orange;2.5
Lola;Lola de Finlande;2;estrela;vert;13.9
Alice;Alice de Estonie;2;dunker;rouge,indigo,vert;13.3
Gabriel;Gabriel de Portugal;1;tchin;bleu;3.5
Nolan;Nolan de Italie;1;caniche;orange,orange,vert;13.9
Lilou;Lilou de France;2;labrador;violet,bleu,indigo;19.4
Nolan;Nolan de Autriche;1;harrier;indigo;5.1
Clara;Clara de Grèce;2;iriredse;jaune,vert;3.4
Raphaël;Raphaël de Estonie;1;ovtccau;rouge,vert,rouge;9.2
Inès;Inès de Estonie;2;akita;vert,vert,rouge;17.6
Raphaël;Raphaël de Slovaquie;1;westie;indigo,orange;2.8
Camille;Camille de Slovaquie;2;rottweiler;vert,indigo;18.7
Noah;Noah de Slovaquie;1;ovtccau;orange,orange,rouge;7.9
Emma;Emma de Slovénie;2;tchin;orange,orange;8.5
Nolan;Nolan de Malte;1;maltais;orange,vert,bleu;4.0
Alice;Alice de Lettonie;2;labrador;indigo,violet;11.0
Léna;Léna de Lettonie;2;akita;orange,jaune,rouge;13.3
Hugo;Hugo de Espagne;1;estrela;violet,violet,rouge;1.7
Raphaël;Raphaël de Luxembourg;1;akita;jaune;3.2
Romane;Romane de Chypre;2;labrador;violet,violet;2.7
Chloé;Chloé de Pays-Bas;2;caniche;bleu;17.9
Noah;Noah de Luxembourg;1;berger_all;indigo;10.9
Louis;Louis de Allemagne;1;akitinu;jaune,vert,indigo;9.2
Inès;Inès de Luxembourg;2;tchin;bleu;12.4
Lucas;Lucas de Irlande;1;westie;violet;1.5
Léna;Léna de Portugal;2;kangai;rouge,indigo;5.8
Maël;Maël de Chypre;1;rottweiler;vert;11.3
Inès;Inès de Chypre;2;ovtccau;bleu;15.2
Louis;Louis de Belgique;1;irisett;orange,indigo,orange;5.6
Lina;Lina de Autriche;2;rottweiler;bleu,vert;7.2
Nolan;Nolan de Finlande;1;danois;bleu,bleu,rouge;18.1
Eva;Eva de Grèce;2;irisett;orange;4.6
Hugo;Hugo de Grèce;1;akitinu;rouge,orange,bleu;12.5
Lina;Lina de Portugal;2;labrador;indigo,orange;10.3
Enzo;Enzo de Belgique;1;irisett;indigo;15.7
Inès;Inès de Estonie;2;rottweiler;indigo,violet;8.4
Lina;Lina de Grèce;2;berger_all;orange,vert;10.0
Camille;Camille de Chypre;2;rottweiler;jaune,jaune,jaune;3.1
Léo;Léo de Slovaquie;1;iriredse;rouge,rouge,violet;19.1
Camille;Camille de Slovaquie;2;tchin;vert,indigo;6.3
Jules;Jules de Espagne;1;rottweiler;rouge,rouge,vert;15.5
Lilou;Lilou de Irlande;2;maltais;vert;13.8
Eva;Eva de Portugal;2;danois;rouge;10.2
Raphaël;Raphaël de Belgique;1;rottweiler;jaune,bleu;14.1
Théo;Théo de France;1;maltais;orange,bleu;9.9
Adam;Adam de Pays-Bas;1;westie;bleu,violet;15.3
Léna;Léna de Espagne;2;berger_all;violet,orange;18.5
Mathis;Mathis de Allemagne;1;golden_ret;jaune;9.2
Léa;Léa de Slovaquie;2;maltais;vert,indigo,vert;7.7
Léa;Léa de Chypre;2;berger_all;orange,vert,orange;4.0
Alice;Alice de Italie;2;westie;orange;11.9
Théo;Théo de Luxembourg;1;rottweiler;rouge,vert,vert;8.7
Lilou;Lilou de Finlande;2;akita;jaune;17.2
Arthur;Arthur de Lettonie;1;irisett;violet,indigo;18.3
Chloé;Chloé de Chypre;2;jackrute;indigo,violet,vert;7.5
Ethan;Ethan de Espagne;1;labrador;rouge;4.6
Manon;Manon de Allemagne;2;berger_all;jaune,bleu,indigo;17.9
Clément;Clément de Chypre;1;maltais;indigo;6.7
Inès;Inès de Grèce;2;maltais;violet;7.9
Nathan;Nathan de Grèce;1;rottweiler;vert;6.0
Léa;Léa de Slovaquie;2;jackrute;indigo,jaune;5.3
Arthur;Arthur de Slovénie;1;estrela;bleu;7.0
Maëlys;Maëlys de France;2;dunker;vert,orange;1.4
Nathan;Nathan de Estonie;1;ovtccau;bleu,rouge,violet;18.9
Lina;Lina de Estonie;2;iriredse;orange,bleu,orange;6.8
Noah;Noah de Finlande;1;basset_alp;vert;17.3
Eva;Eva de Chypre;2;golden_ret;violet,orange;6.6
Hugo;Hugo de Estonie;1;basset_alp;rouge;4.9
Eva;Eva de Pays-Bas;2;golden_ret;orange,orange;18.4
Mathis;Mathis de Portugal;1;jackrute;vert,violet;0.3
Jade;Jade de Pays-Bas;2;kangai;violet,bleu;16.7
Emma;Emma de Malte;2;iriredse;orange,violet;5.4
Arthur;Arthur de Portugal;1;labrador;indigo,bleu,rouge;16.5
Chloé;Chloé de Portugal;2;akita;bleu,jaune,indigo;9.7
Mathis;Mathis de Belgique;1;estrela;indigo,violet;2.9
Enzo;Enzo de Allemagne;1;danois;orange,rouge;18.4
Nathan;Nathan de Slovénie;1;iriredse;jaune;0.7
Tom;Tom de Italie;1;basset_alp;rouge,rouge;18.2
Ethan;Ethan de Lettonie;1;basset_alp;bleu,jaune;10.4
Jade;Jade de Estonie;2;basset_alp;bleu,orange,indigo;11.8
Timéo;Timéo de Espagne;1;danois;orange,violet;9.9
Emma;Emma de Belgique;2;kangai;bleu,jaune,violet;8.7
Emma;Emma de Chypre;2;caniche;violet;18.0
Léna;Léna de Luxembourg;2;akitinu;jaune,jaune;7.1
Lina;Lina de Estonie;2;estrela;indigo,orange,violet;0.9
Léo;Léo de Pays-Bas;1;ovtccau;orange;10.7
Mathis;Mathis de Portugal;1;labrador;jaune,orange,vert;8.7
Zoé;Zoé de Pays-Bas;2;westie;indigo,vert,jaune;12.3
Enzo;Enzo de Luxembourg;1;rottweiler;orange,rouge;17.8
Manon;Manon de Autriche;2;estrela;bleu;7.6
Nathan;Nathan de Autriche;1;akitinu;jaune,bleu;13.7
Nathan;Nathan de Finlande;1;irisett;jaune,bleu;1.5
Arthur;Arthur de Slovaquie;1;maltais;vert,orange,vert;12.5
Louna;Louna de Finlande;2;rottweiler;vert,orange,violet;14.4
Théo;Théo de France;1;ovtccau;indigo;11.3
Alice;Alice de Luxembourg;2;berger_all;bleu,rouge,rouge;1.3
Adam;Adam de Finlande;1;maltais;violet,rouge;2.0
Louise;Louise de Finlande;2;caniche;indigo;6.9
Hugo;Hugo de Lettonie;1;tchin;jaune,vert;19.6
Emma;Emma de Irlande;2;golden_ret;indigo,indigo,rouge;6.5
Lucas;Lucas de Portugal;1;caniche;violet,bleu;1.1
Timéo;Timéo de Lettonie;1;jackrute;indigo,vert,indigo;0.2
Léna;Léna de Slovaquie;2;akitinu;violet;18.6
Raphaël;Raphaël de Espagne;1;jackrute;vert;13.0
Louna;Louna de Malte;2;ovtccau;orange,bleu;12.5
Enzo;Enzo de Italie;1;irisett;orange,indigo;15.8
Zoé;Zoé de Lettonie;2;danois;vert,bleu,orange;8.9
Tom;Tom de Finlande;1;akitinu;jaune,rouge;7.5
Raphaël;Raphaël de France;1;estrela;rouge;8.7
Tom;Tom de Grèce;1;dunker;orange,orange;5.6
Clara;Clara de Autriche;2;dunker;violet,vert;10.3
Jade;Jade de Italie;2;berger_all;indigo,orange,indigo;6.8
Théo;Théo de Estonie;1;iriredse;vert;16.5
Emma;Emma de Espagne;2;jackrute;rouge;6.7
Arthur;Arthur de Finlande;1;ovtccau;indigo,indigo;11.0
Raphaël;Raphaël de Autriche;1;ovtccau;rouge,bleu,vert;2.0
Maëlys;Maëlys de Malte;2;danois;jaune;11.9
Léna;Léna de Irlande;2;akita;orange,violet,jaune;0.8
Nolan;Nolan de Luxembourg;1;harrier;jaune,bleu,jaune;15.1
Raphaël;Raphaël de Slovénie;1;iriredse;rouge,orange;1.3
Louise;Louise de Autriche;2;harrier;indigo;14.6
Clément;Clément de Estonie;1;iriredse;indigo;9.5
Chloé;Chloé de Portugal;2;golden_ret;orange,bleu,bleu;1.1
Emma;Emma de Allemagne;2;harrier;indigo;13.7
Léa;Léa de Irlande;2;caniche;bleu,vert,bleu;0.0
Enzo;Enzo de Lettonie;1;kangai;indigo;16.3
Sarah;Sarah de Luxembourg;2;rottweiler;indigo,jaune;18.9
Lilou;Lilou de France;2;golden_ret;orange,vert,rouge;9.8
Sarah;Sarah de Malte;2;caniche;violet;7.8
Zoé;Zoé de Slovénie;2;estrela;indigo,jaune,rouge;1.0
Alice;Alice de Portugal;2;golden_ret;violet,jaune,orange;6.5
Inès;Inès de Estonie;2;labrador;vert,vert,jaune;7.1
Camille;Camille de Allemagne;2;estrela;bleu,jaune;14.0
Louis;Louis de Belgique;1;maltais;orange,violet;15.1
Tom;Tom de Grèce;1;akitinu;rouge,violet;7.5
Sarah;Sarah de Chypre;2;jackrute;vert,vert;19.2
Enzo;Enzo de Malte;1;dunker;rouge;14.5
Lina;Lina de Italie;2;danois;indigo;9.2
Mathis;Mathis de Italie;1;akitinu;jaune;1.7
Lina;Lina de Espagne;2;ovtccau;jaune,indigo;16.0
Jules;Jules de Pays-Bas;1;dunker;bleu;17.5
Arthur;Arthur de France;1;akita;bleu,indigo;11.1
Léo;Léo de Irlande;1;westie;jaune,rouge;3.0
Lucas;Lucas de Espagne;1;westie;indigo,violet;3.3
Louise;Louise de Estonie;2;irisett;vert,vert;17.8
Clément;Clément de Slovénie;1;kangai;violet,rouge,jaune;19.7
Léna;Léna de Italie;2;jackrute;orange,indigo;12.9
Maël;Maël de Grèce;1;labrador;rouge,rouge;5.0
Jade;Jade de Chypre;2;kangai;rouge;0.4
Inès;Inès de Malte;2;akita;bleu;19.3
Clément;Clément de Finlande;1;harrier;violet,bleu;17.0
Léo;Léo de Allemagne;1;rottweiler;violet,violet;18.4
Zoé;Zoé de Chypre;2;caniche;indigo,violet;6.2
Théo;Théo de Malte;1;caniche;jaune,bleu,rouge;13.2
Adam;Adam de Finlande;1;rottweiler;vert;16.9
Zoé;Zoé de Autriche;2;ovtccau;indigo,vert;5.8
Lola;Lola de Chypre;2;akitinu;jaune;10.5
Mathis;Mathis de Luxembourg;1;akitinu;rouge,vert;1.1
Lina;Lina de Slovaquie;2;akita;orange,rouge,jaune;2.9
Tom;Tom de Malte;1;irisett;rouge,jaune,bleu;1.5
Lilou;Lilou de Grèce;2;kangai;vert;4.5
Raphaël;Raphaël de Autriche;1;ovtccau;bleu;7.0
Emma;Emma de Luxembourg;2;jackrute;rouge,rouge,violet;7.2
Raphaël;Raphaël de Chypre;1;rottweiler;vert;19.1
Nathan;Nathan de Lettonie;1;akitinu;vert;6.7
Emma;Emma de Slovaquie;2;golden_ret;vert;9.0
Théo;Théo de Slovénie;1;dunker;vert,violet,orange;6.0
Lilou;Lilou de Espagne;2;harrier;violet,bleu,orange;13.6
Clément;Clément de Malte;1;rottweiler;orange,rouge;5.3
Sarah;Sarah de Irlande;2;dunker;vert,jaune;13.6
Léna;Léna de Slovaquie;2;golden_ret;violet,indigo;10.9
Chloé;Chloé de Espagne;2;golden_ret;jaune,vert;14.3
Ethan;Ethan de Malte;1;akita;bleu,rouge,jaune;6.2
Jade;Jade de Pays-Bas;2;golden_ret;bleu,indigo;11.0
Alice;Alice de Malte;2;westie;vert;7.7
Noah;Noah de Pays-Bas;1;harrier;indigo,indigo;3.1
Chloé;Chloé de Finlande;2;danois;rouge;12.0
Eva;Eva de Espagne;2;maltais;indigo,jaune,vert;16.5
Louise;Louise de Estonie;2;rottweiler;rouge,rouge;12.3
Inès;Inès de Grèce;2;estrela;rouge,orange,vert;4.4
Lucas;Lucas de Grèce;1;caniche;vert,rouge,jaune;13.3
Léa;Léa de Pays-Bas;2;berger_all;violet,vert;2.3
Théo;Théo de Malte;1;berger_all;violet,vert,orange;16.2
Alice;Alice de Slovaquie;2;labrador;indigo;10.7
Enzo;Enzo de Espagne;1;berger_all;indigo;7.1
Théo;Théo de Portugal;1;labrador;rouge,violet,indigo;9.2
Louise;Louise de Italie;2;jackrute;violet,bleu;2.6
Louna;Louna de Luxembourg;2;caniche;vert,indigo;17.3
Hugo;Hugo de Lettonie;1;kangai;violet,orange,vert;14.6
Romane;Romane de Grèce;2;estrela;bleu,violet,violet;16.0
