Nom;Nom complet;sexe;race;couleurs;poids
Tom;Tom de Slovénie;1;berger_all;bleu;7.4
Alice;Alice de Finlande;2;estrela;rouge,orange;13.2
Noah;Noah de Chypre;1;berger_all;rouge,orange;16.4
Mathis;Mathis de Italie;1;berger_all;violet;14.6
Camille;Camille de Grèce;2;caniche;indigo;1.3
Mathis;Mathis de Italie;1;danois;rouge,jaune;12.6
Maël;Maël de Slovaquie;1;caniche;jaune,indigo,jaune;3.1
Louise;Louise de Grèce;2;maltais;indigo,bleu,jaune;4.6
Clara;Clara de Chypre;2;danois;rouge;16.9
Sarah;Sarah de Autriche;2;harrier;bleu;13.3
Louise;Louise de Malte;2;kangai;bleu;4.5
Maël;Maël de Espagne;1;jackrute;orange;2.7
Jules;Jules de Slovénie;1;danois;jaune;11.0
Enzo;Enzo de Grèce;1;labrador;vert,jaune,bleu;10.8
Clara;Clara de Allemagne;2;harrier;indigo,jaune,violet;17.9
Alice;Alice de Autriche;2;akita;rouge,indigo,rouge;7.4
Mathis;Mathis de Malte;1;labrador;vert;7.8
Louis;Louis de Irlande;1;caniche;jaune,vert,bleu;19.9
Gabriel;Gabriel de Lettonie;1;akitinu;rouge,vert,orange;15.1
Maël;Maël de Lettonie;1;tchin;indigo,orange;6.6
Théo;Théo de Slovaquie;1;jackrute;bleu,rouge;7.7
Léo;Léo de Espagne;1;irisett;indigo,orange;17.4
Clément;Clément de Autriche;1;golden_ret;violet;3.2
Maëlys;Maëlys de Slovénie;2;irisett;vert,orange;17.1
Lola;Lola de Autriche;2;ovtccau;indigo;12.9
Raphaël;Raphaël de Autriche;1;tchin;orange;6.6
Lucas;Lucas de Belgique;1;berger_all;vert,jaune,rouge;0.8
Léna;Léna de Malte;2;ovtccau;jaune;4.2
Ethan;Ethan de Luxembourg;1;harrier;violet;11.1
Gabriel;Gabriel de Finlande;1;kangai;bleu,indigo,orange;2.0
Zoé;Zoé de Belgique;2;basset_alp;orange,orange;2.4
Léna;Léna de Grèce;2;kangai;indigo;1.7
Léna;Léna de Irlande;2;akita;violet;6.9
Lina;Lina de Lettonie;2;iriredse;indigo;16.6
Zoé;Zoé de Chypre;2;westie;indigo;1.9
Nathan;Nathan de Slovaquie;1;ovtccau;rouge;19.5
Adam;Adam de Malte;1;tchin;vert,rouge;16.8
Tom;Tom de Finlande;1;danois;bleu,violet;14.4
Tom;Tom de Lettonie;1;iriredse;orange;5.0
Alice;Alice de Slovénie;2;berger_all;indigo,bleu,vert;7.5
Emma;Emma de Pays-Bas;2;basset_alp;violet;7.5
Ethan;Ethan de Finlande;1;maltais;vert,rouge,violet;8.3
Nathan;Nathan de Estonie;1;maltais;jaune,indigo;1.4
Enzo;Enzo de Slovénie;1;berger_all;jaune,rouge;4.5
Manon;Manon de Luxembourg;2;irisett;orange,vert,violet;1.4
Lilou;Lilou de Slovénie;2;dunker;indigo,indigo,vert;18.9
Enzo;Enzo de Allemagne;1;kangai;orange,rouge;3.1
Jade;Jade de France;2;basset_alp;vert,orange,bleu;2.3
Clara;Clara de Luxembourg;2;maltais;orange;3.4
Louise;Louise de Espagne;2;jackrute;bleu,rouge;17.5
Adam;Adam de Grèce;1;labrador;jaune,bleu,jaune;14.9
Ethan;Ethan de Finlande;1;iriredse;vert,rouge;1.6
Mathis;Mathis de Estonie;1;ovtccau;orange;14.9
Emma;Emma de Italie;2;labrador;jaune,vert;15.0
Emma;Emma de Portugal;2;basset_alp;rouge,violet,orange;19.4
Sarah;Sarah de Pays-Bas;2;ovtccau;rouge;5.2
Ethan;Ethan de Luxembourg;1;rottweiler;jaune,jaune,jaune;10.6
Arthur;Arthur de Irlande;1;danois;indigo;12.4
